gene,0,1,2,3,4,5,6
IL6,-0.03458969,0.018822765,0.016859522,-0.043210313,0.005197286,0.10582918,-0.07502076
TOMM7,-0.36171383,-0.04174984,0.25853327,-0.25501484,0.11896161,0.91175985,-0.32637864
AC005682.2,-0.018260289,-0.018260356,-0.0182604,-0.018260477,0.060116097,-0.018260475,-0.018260472
SNHG26,-0.059426222,-0.035480887,-0.015878277,-0.021047384,0.092389934,0.14117453,0.08830932
FAM126A,-0.1647777,0.10257388,0.13859561,-0.12569682,0.09032242,0.114710905,-0.27590168
KLHL7-DT,0.004243559,0.009233961,0.06524175,-0.03647351,-0.036473535,-0.036473643,-0.036473695
KLHL7,-0.09029627,0.13950464,-0.024286432,-0.048819035,-0.052163605,0.22037394,-0.24514505
NUP42,-0.09365671,0.081412785,0.022746516,-0.0103500355,0.07351575,0.04992932,-0.31994033
AC005082.2,-0.025827205,-0.025827158,0.031803925,-0.025827061,-0.025827024,0.08620957,-0.025826937
AC005082.1,-0.06551219,0.059229188,0.07055406,0.035753988,-0.08381466,0.0019401356,-0.08381472
GPNMB,-0.04105364,0.055955507,0.0150826005,-0.013260072,0.025962926,-0.030767426,-0.077497
MALSU1,-0.09738412,-0.036996853,0.07426929,-0.04104441,0.116744205,0.1610325,-0.18603094
IGF2BP3,-0.0050470065,-0.08223462,0.040477857,0.01194915,0.027534584,0.08508512,-0.084094055
TRA2A,-0.03735443,0.10840458,-0.13215607,-0.029632846,-0.001054994,0.31590608,-0.43728048
CCDC126,0.03659571,-0.009204518,0.0207101,-0.02050623,-0.09142017,0.10557897,-0.1838034
FAM221A,-0.017663958,-0.028689938,0.057616558,-0.044369575,0.000723684,0.04088365,0.080283925
AC006026.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK31,-0.012879967,0.065848455,0.03275845,-0.04013166,-0.073106244,0.019499121,-0.07310593
AC003087.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004485.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003044.1,-0.018260289,-0.018260356,-0.0182604,-0.018260477,0.06011595,-0.018260475,-0.018260472
MPP6,-0.08457562,-0.08030257,-0.09286442,-0.10186168,-0.058452487,0.8714253,-0.12270418
GSDME,-0.050354347,0.053435285,0.00095708563,0.03446211,-0.02518753,0.027760401,-0.08569384
AC003093.1,-0.031610224,0.031884246,-0.05771052,0.025956882,-0.0111608235,0.122247554,-0.05771017
OSBPL3,-0.26605198,-0.05675441,0.11729399,-0.021918308,0.30198923,0.32543737,-0.31361747
CYCS,-0.1549086,0.027771533,0.08213669,-0.08107853,0.13329099,0.16656981,-0.08826943
C7orf31,0.028892362,-0.10052454,0.0106955515,0.036584407,-0.0050785677,0.11535113,-0.13356058
NPVF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC003985.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005100.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005100.2,-0.0055718506,0.039948437,0.0076795164,-0.040837202,0.022270506,-0.040837266,-0.04083723
AC091705.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005165.1,-0.009960272,0.034162816,0.0016763526,-0.044488706,-0.044488683,0.09779823,-0.044488434
AC005165.3,-0.018260289,-0.018260356,-0.0182604,0.052537255,-0.018260477,-0.018260475,-0.018260472
AC018706.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010719.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFE2L3,-0.12535606,-0.029529503,0.12157186,-0.077104226,0.13108619,0.14604315,-0.12943655
HNRNPA2B1,-0.314106,0.16760917,0.21635395,-0.17812584,0.277655,0.28065568,-0.98997724
CBX3,-0.25450686,0.024842566,0.16634835,-0.12260336,0.16461211,0.3671047,-0.2880658
AC010677.2,-0.018260289,-0.018260356,0.039356068,-0.018260477,-0.018260477,-0.018260475,-0.018260472
SNX10,-0.109758794,-0.0431723,0.25246626,-0.0062026707,0.012778618,0.025009982,-0.39416254
AC004540.2,-0.012677583,-0.0017599928,0.003994953,-0.07302654,0.06672886,0.01537518,0.10489716
AC004540.1,-0.085211,0.15767609,-0.0021478815,-0.05854878,0.007083985,0.01658549,-0.13229845
KIAA0087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004947.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004947.3,0.09189142,-0.05768924,0.0324055,-0.016475007,-0.05768901,-0.057688758,-0.05768885
LINC02860,0.003245814,-0.036516864,0.06589524,-0.036517095,0.034735337,-0.036517065,-0.036516964
SKAP2,-0.109391,0.13832827,0.27995288,-0.16211759,-0.068166636,0.021964945,-0.6519681
HOXA1,-0.025814869,-0.025815008,0.031816754,-0.025815008,0.05258192,-0.025815008,-0.025815004
HOTAIRM1,-0.12349893,0.011930667,0.09452409,-0.07899084,0.19764131,0.06869368,-0.3022653
HOXA2,-0.02581725,0.025333814,-0.025817186,-0.025817249,0.052579086,-0.025817368,-0.025817318
HOXA3,-0.025823643,-0.025823653,0.03180748,-0.025823677,0.052572798,-0.025823724,-0.025823811
HOXA-AS2,-0.04084247,0.043504696,0.09922409,-0.040842764,-0.040842816,-0.04084273,-0.04084272
HOXA4,-0.025825487,0.076477155,-0.025825482,-0.025825478,-0.025825476,-0.025825467,-0.025825402
HOXA-AS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXA5,0.00061726227,0.010012497,-0.036340095,-0.03633999,0.042083405,0.051171344,-0.036340166
HOXA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXA7,-0.018260289,0.0328777,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC004080.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXA9,-0.03547841,0.052006684,0.0023651323,-0.019869447,-0.060572326,0.11594297,-0.06057262
HOXA10-AS,-0.018260289,-0.018260356,-0.0182604,-0.018260477,0.060115725,-0.018260475,-0.018260472
HOXA10,-0.02582282,0.025328249,-0.025822697,-0.025822712,0.05257324,-0.025822751,-0.025822802
HOXA11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOXA11-AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004080.2,-0.018260289,0.032877646,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
HOXA13,-0.018260289,0.03287782,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
HOTTIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004080.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004080.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVX1-AS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EVX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004009.1,-0.018260289,-0.018260356,0.039355904,-0.018260477,-0.018260477,-0.018260475,-0.018260472
HIBADH,-0.201136,0.035729505,0.06973942,-0.08113969,0.14636691,0.3136785,-0.18892899
AC007130.1,-0.063244894,-0.05172169,-0.0021866644,-0.024038991,0.09177095,0.23752727,-0.124415375
AC005091.1,-0.018260289,0.03287757,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
TAX1BP1,-0.17479873,-0.0048054014,0.15077424,-0.0053181937,0.07126785,0.31612813,-0.65101546
JAZF1,0.11770527,0.049868297,0.116070464,-0.1345292,-0.21467057,-0.04658873,-0.26060736
AC004549.1,0.023086516,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
JAZF1-AS1,0.01937141,0.032279488,-0.019854492,-0.03200235,0.004991286,-0.018159606,-0.06825673
CREB5,0.09630116,0.093144335,0.083144635,-0.15505521,-0.19181456,0.02043793,-0.37975556
TRIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005013.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005162.3,-0.049218938,-0.06287851,0.036993444,0.035715934,0.16888109,0.007079489,-0.31502682
AC005162.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPVL,-0.26545152,-0.07436394,0.14811036,0.17386253,0.42114568,-0.0284709,-0.75757974
AC005162.1,0.015784813,-0.057969753,-0.030453276,0.056357797,-0.0035044565,0.059736855,-0.0014249322
AC005232.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004593.3,-0.06687445,-0.014099684,0.13300066,-0.03836237,-0.03103445,0.055278018,0.009680992
CHN2,-0.12218775,0.005471846,0.13147078,0.06824285,0.004509144,0.007050146,-0.17279336
AC004593.2,-0.010022847,-0.042776197,-0.06367249,0.076999545,0.10441267,0.0066709854,-0.098503985
AC004593.1,-0.10365306,0.014361008,0.042237792,-0.023448197,0.04644039,0.21471794,-0.2285893
AC007255.1,-0.034675352,0.018295422,-0.026165016,0.020093095,0.05727582,0.016380263,-0.07532252
PRR15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WIPF3,-0.025827242,0.025324121,-0.025827177,0.044988398,-0.025827095,-0.025827033,-0.025827069
SCRN1,-0.13427138,0.003392606,0.12792084,-0.019162893,0.17277996,-0.000938335,-0.3217177
AC007285.1,-0.025481306,0.052742496,0.088810585,-0.12327785,0.02476823,0.010613084,-0.2087963
FKBP14,-0.045229603,0.018023323,-0.077805415,0.057651345,0.018874481,0.1303897,-0.04248841
PLEKHA8,-0.0035075727,0.051628582,0.08925022,-0.07818462,-0.055997215,0.02462175,-0.29177567
AC007285.2,-0.05152924,0.017179623,0.092235014,-0.0007390215,-0.05152951,0.014768819,-0.05152941
AC007036.5,0.023086764,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
MTURN,-0.026751235,0.059579417,0.0132643115,-0.064746276,0.0066844006,0.07262851,-0.18928012
AC007036.2,-0.048379563,0.062208608,0.002882092,-0.02449317,-0.022071715,0.08764717,-0.083832234
AC007036.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007036.1,-0.01883473,0.0228226,-0.009891176,-0.048347652,0.005340413,0.10536042,-0.04834791
ZNRF2,-0.08312277,-0.006142367,0.13544926,0.0039342768,-0.0044192728,0.15599953,-0.5377714
LINC01176,-0.09661827,0.033427544,0.13729993,-0.019163162,0.029484667,-0.037160944,-0.15798843
NOD1,-0.049306948,-0.032912087,0.10385312,-0.15777372,0.14688034,0.11789792,-0.2216425
AC006027.1,-0.017501233,-0.01315591,0.029829176,0.050416343,0.0021031315,-0.04830932,-0.04830931
GGCT,-0.09421311,-0.09378388,0.20455514,-0.14331992,0.17732044,-0.0036896148,0.11909631
GARS-DT,-0.0782285,0.05879652,0.18587875,-0.14492995,-0.07681068,0.1814237,-0.35905263
AC005154.4,-0.012475711,-0.03276613,0.0959125,-0.043996487,-0.0008652083,0.035658795,-0.1361134
AC005154.3,0.009783934,-0.031581882,0.082609855,-0.031581882,-0.031581882,-0.031581882,-0.031581882
GARS,-0.141042,-0.005202208,0.1490393,-0.06794191,0.10449326,0.14050506,-0.23408741
CRHR2,0.015592904,-0.025765214,0.031866264,-0.025765136,-0.025765106,-0.025765046,-0.02576508
INMT,0.009991944,-0.031373303,-0.03137322,-0.03137324,-0.031373262,0.06776708,0.30230862
MINDY4,-0.030921323,0.036149535,0.0066555906,-0.01426522,-0.013938287,0.05343964,-0.057478867
AC004691.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GHRHR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCYAP1R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC006398.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEUROD6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005090.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITPRID1,-0.0030191944,0.007886636,0.00715215,0.08104707,-0.054693237,-0.05469324,-0.05469327
PPP1R17,-0.054800432,0.06985167,0.011943891,-0.054800075,0.046091136,0.011468142,-0.054800212
PDE1C,-0.00015588893,0.01401807,0.0021205393,0.038887877,-0.05335962,-0.06779484,0.14329614
AC018637.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM5,-0.14589885,0.06033648,0.092888996,-0.17302242,0.04388868,0.34760508,-0.16105913
AVL9,-0.08742209,0.015770169,0.20226602,-0.1010221,-0.08962741,0.23960386,-0.4246946
AC018645.3,-0.03159469,-0.031594563,0.024518616,-0.031594496,0.12522857,-0.031594623,-0.031594537
LINC00997,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.09374748,-0.018260472
AC018648.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KBTBD2,-0.01854194,0.035037875,-0.07435843,0.010439262,0.04200535,0.1559178,-0.34071973
FKBP9,-0.030817447,-0.034759022,0.08034395,-0.0049362727,0.017625162,-0.028325208,0.04279552
NT5C3A,-0.09928413,-0.03584413,0.13691811,0.0019230574,0.053552404,0.15113425,-0.44492403
RP9,-0.14921057,-0.09786318,0.17593211,0.048834186,-0.0056292475,0.24172524,-0.102449395
BBS9,-0.058555838,-0.019643562,0.04811355,-0.08830847,-0.16200852,0.5521316,-0.21671751
AC008080.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008080.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008080.4,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.09374786,-0.018260472
AC008080.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMPER,0.009743271,0.01953864,0.026019443,-0.031622816,-0.03162281,-0.03162277,-0.031622652
AC007350.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009262.1,-0.018260289,-0.018260356,0.03935568,-0.018260477,-0.018260477,-0.018260475,-0.018260472
NPSR1-AS1,-0.03162956,0.07069366,-0.03162956,-0.03162956,-0.03162956,0.08042876,-0.03162956
NPSR1,-0.017689524,0.021304667,-0.011889333,0.05378788,-0.04829092,0.02450273,-0.048290934
DPY19L1,-0.11169216,0.044543013,0.09704297,-0.026645444,0.044646468,0.104028724,-0.32555768
AC005400.1,0.005328518,-0.01838107,-0.016118802,0.041848052,-0.0025476378,0.011928437,-0.05161401
TBX20,0.009982201,0.019777363,-0.031383295,-0.031383246,-0.031383216,0.065038264,-0.031383123
AC009531.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007652.3,-0.018260289,0.032877833,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC007652.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007652.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC018647.3,-0.01042283,-0.006575754,0.035565395,-0.044673935,0.01604354,0.036251113,-0.044673968
HERPUD2,-0.14662063,-0.063985825,0.13037933,-0.013490212,0.036392614,0.32050014,-0.20036723
AC018647.2,-0.0067943763,0.011973588,0.024153674,-0.04926373,0.0061148354,-0.022352688,0.10951931
AC018647.1,0.040699687,-0.036518134,-0.036518138,0.02773553,0.031927016,-0.03651817,-0.03651827
SEPTIN7-AS1,0.010255308,-0.017163416,0.053707216,-0.040374078,-0.03265722,0.040124703,-0.07198929
SEPTIN7,-0.17688563,-0.01953104,0.1761975,-0.19533218,0.07120261,0.48911497,-0.3049731
AC083864.5,-0.0030594566,-0.04057296,0.04243766,-0.0405729,0.093093485,-0.04057277,-0.040572647
AC083864.2,0.0036703094,-0.036440063,0.06947857,-0.03644013,-0.036440156,0.056768652,-0.036440317
AC083864.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC083864.1,-0.018260289,0.032877635,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC083864.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEPD1,0.028293531,0.06510908,0.041008897,-0.04137269,-0.15211931,0.032985587,-0.14624979
AC007327.2,-0.03163272,0.019528765,-0.03163246,0.039196756,0.046778258,-0.031632446,-0.031632487
AC006960.3,0.01558598,-0.0257712,0.031859268,-0.025771225,-0.025771232,-0.025771271,-0.025771355
KIAA0895,0.0023663375,-0.052788086,-0.051995844,0.088058256,0.027626067,0.056786865,-0.07530605
ANLN,0.01982444,-0.044624772,-0.04462483,0.009730097,0.07260014,0.0266296,-0.044624865
AC006960.2,0.0044028563,0.040825944,-0.0075446996,-0.025051592,-0.04635321,0.070583016,-0.1530122
AOAH,0.110178925,-0.26735198,0.06836657,0.35258433,0.21198848,-0.41887125,-0.85670084
AOAH-IT1,-0.018260289,-0.018260356,-0.0182604,-0.018260477,0.06011577,-0.018260475,-0.018260472
AC007349.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC007349.1,0.009828257,-0.031537235,0.022850553,-0.031537123,0.04687417,-0.031537164,-0.031537272
AC007349.3,-0.018260289,-0.018260356,0.03935599,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC007349.2,-0.025769383,-0.025769247,0.03186169,-0.025769252,0.052626204,-0.025769262,-0.025769316
ELMO1,-0.0132627105,-0.02771581,0.095891446,-0.07951924,0.0061191902,0.2150082,-0.55901325
ELMO1-AS1,-0.03894563,0.022484822,0.03440201,-0.026045207,-0.008659046,0.12463052,-0.243207
GPR141,0.011520632,0.10082196,-0.039123163,-0.019856106,-0.10187707,0.036294702,-0.10502546
EPDR1,0.07624536,0.14483407,0.027400643,-0.15360713,-0.22503676,-0.01490106,0.007377218
NME8,0.036554173,0.01507287,0.032709375,-0.06388428,-0.07567279,0.063035585,-0.1472361
SFRP4,-0.0048451987,-0.040647637,0.049987894,-0.040647686,0.03252597,0.036455724,-0.04064781
STARD3NL,-0.03850162,0.028894756,0.054387245,-0.06538573,0.03155954,0.065372504,-0.21364313
TRGC2,-0.09361222,-0.062056378,-0.025659442,-0.057318095,-0.09786249,0.67378765,-0.01147925
TRGJ2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRGJP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRGC1,0.006294751,-0.07716854,-0.05254726,-0.077168934,-0.010768292,0.41751397,-0.07716859
TRGJ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRGJP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRGJP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRGV11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRGVB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRGV10,-0.025823431,-0.025823392,-0.025823366,-0.025823314,-0.025823284,0.19824998,-0.025823275
TRGV9,0.0035763253,-0.036508024,0.016220773,-0.036507852,-0.03650788,0.16093527,-0.03650808
TRGVA,0.023086645,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC006033.2,0.027737705,0.016680151,0.044154204,-0.07769711,-0.04925661,0.03003718,-0.10193262
TRGV8,0.015616193,-0.025741575,-0.025741575,-0.025741575,-0.025741575,0.08629477,-0.02574157
TRGV7,-0.0062955385,0.007248781,-0.04071672,-0.040716846,0.020566465,0.12903048,-0.0407167
TRGV6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRG-AS1,-0.16982178,0.13800837,0.18141733,-0.16787991,-0.20544906,0.4310323,-0.19872986
TRGV5P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRGV5,-0.018260289,0.032877523,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
TRGV4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRGV3,-0.02153015,-0.018447349,0.020789659,-0.051605754,0.0022908687,0.15401492,-0.051605742
TRGV2,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.09374781,-0.018260472
TRGV1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMPH,-0.04056803,0.07879336,0.017799897,-0.07736972,-0.07736972,0.10320423,0.09673277
VPS41,-0.12940033,-0.0027951666,0.16678607,-0.08082725,0.057776216,0.17960891,-0.30335724
POU6F2,0.015150136,0.03072416,-0.011773306,-0.032100122,0.0070835697,-0.021820987,-0.06838262
POU6F2-AS2,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.093747936,-0.018260472
POU6F2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC011290.1,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.093747824,-0.018260472
YAE1,-0.08258407,-0.030409476,0.096567765,-0.0127645135,0.03226846,0.11357301,-0.1098922
AC004837.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004837.4,0.0632835,-0.004131246,-0.07438204,-0.015317971,0.007320777,0.009281262,-0.03957859
RALA,-0.12637696,0.0079019945,0.057743516,-0.10216167,0.04095207,0.38021436,-0.19153069
AC004837.2,0.009755212,0.019328587,-0.031610675,0.039218713,-0.031610742,-0.031610847,-0.031610794
LINC00265,-0.03451308,-0.026933728,0.03315744,0.047456257,0.008246533,0.006791762,-0.016760051
AC072061.1,-0.02327352,0.1177111,-0.02660779,-0.03813222,0.013940999,-0.10677486,0.012302302
CDK13,-0.15674551,0.12069707,0.21066923,-0.15696855,-0.12548235,0.33439907,-0.46460795
MPLKIP,-0.13392809,0.007192458,0.05027989,-0.076937094,0.11213589,0.28122786,-0.20979586
SUGCT,-0.02331753,-0.004514588,-0.012160597,-0.012084735,-0.051746313,0.23283896,-0.12826703
AC004988.1,0.023086764,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
AC005160.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01450,-0.018260289,-0.018260356,-0.0182604,0.052536905,-0.018260477,-0.018260475,-0.018260472
LINC01449,0.023087073,-0.018260356,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
INHBA,-0.066521585,0.079770766,-0.05820166,0.0053349836,0.10169028,-0.007003332,-0.083772175
INHBA-AS1,-0.03893514,0.034220338,-0.033174057,-0.014988947,0.0521744,-0.036364548,0.23979333
GLI3,0.051100265,-0.031631507,-0.031631514,-0.031631522,0.046780042,-0.031631555,-0.031631626
LINC01448,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.09374753,-0.018260472
AC010132.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC010132.4,-0.018260289,0.032877874,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
C7orf25,-0.04379249,-0.038851492,0.106521115,-0.081650116,0.017731495,0.12790617,-0.081650265
PSMA2,-0.18325575,-0.018764472,0.05707173,-0.020814367,0.22699662,0.28015375,-0.4319204
MRPL32,-0.15501463,-0.07416977,0.073440805,-0.08277424,0.06695843,0.47187185,0.0089473
AC005537.1,-0.0056855837,-0.040824763,0.008101845,-0.040824715,0.08094214,0.051691588,-0.0408246
HECW1,0.052272364,-0.06301272,-0.005609086,-0.06301294,-0.022498516,0.09172995,0.14123985
HECW1-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004692.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUARIS,-0.018260289,-0.018260356,0.039355695,-0.018260477,-0.018260477,-0.018260475,-0.018260472
STK17A,-0.11671358,0.11540866,-0.1719478,-0.08046956,-0.13123384,0.82954454,-0.34846634
COA1,-0.17495506,-0.030794125,0.13591519,0.0022635742,0.12200928,0.192895,-0.27892444
BLVRA,-0.23601338,-0.07711301,0.32007942,-0.027817875,0.2685194,0.010331056,-0.48853576
MRPS24,-0.1868449,0.012306949,0.12395943,-0.06855884,0.013943797,0.40623382,-0.23666611
URGCP,-0.122586116,0.0044474667,0.07042855,-0.050302595,-0.07492334,0.40029144,-0.084005065
UBE2D4,-0.0714365,-0.026675291,0.11049077,-0.06462934,-0.016174011,0.22561215,-0.18788622
SPDYE1,-0.04744854,0.03911752,0.06273425,-0.011462893,-0.021495964,0.0058861473,-0.10759142
AC004951.1,-0.063308716,-0.018277137,0.04285321,0.03367666,0.024262205,0.034331802,0.017695712
LINC00957,-0.06852406,-0.018720169,0.060240775,0.00072686403,0.007766818,0.13469635,-0.11143933
DBNL,-0.2217418,0.08019658,0.16141213,-0.067193806,0.08286857,0.27790225,-0.53236943
PGAM2,-0.025786107,-0.02578621,0.031845033,0.045030057,-0.02578611,-0.025786059,-0.025786154
AC017116.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLM,-0.049547922,-0.048726425,0.021909447,0.04495655,0.029744845,0.15876912,-0.22049728
AEBP1,-0.048301283,-0.048301183,-0.0064924685,-0.048300985,-0.04830091,0.41092283,-0.048300907
POLD2,-0.068195134,-0.004560726,-0.039979264,-0.06806264,0.05494822,0.3322787,-0.091344185
MYL7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YKT6,-0.09196795,0.016978845,0.10865052,-0.08663244,0.0988125,0.049582876,-0.15784217
CAMK2B,-0.018260289,-0.018260356,-0.0182604,-0.018260477,0.060115922,-0.018260475,-0.018260472
NUDCD3,-0.10977038,-0.047444243,0.11180556,-0.062247496,0.048114114,0.31972155,-0.31585246
NPC1L1,-0.018260289,0.032877743,-0.0182604,-0.018260477,-0.018260477,-0.018260475,-0.018260472
DDX56,-0.1104552,0.021348273,-0.040935077,-0.037370406,0.19161758,0.15626201,-0.11595942
TMED4,-0.08877728,-0.05293878,0.07465468,-0.0880348,-0.017756322,0.4776146,-0.30267075
AC004938.2,-0.002412904,0.012070105,-0.07742189,-0.0445983,0.095216736,0.09109282,-0.07742178
OGDH,-0.08560839,0.11949676,0.09308154,-0.15673776,0.04929412,0.113029495,-0.435586
ZMIZ2,-0.06797146,0.017573245,0.11910478,-0.11673933,0.014915511,0.13900201,-0.18321358
AC013436.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIA,-0.48700413,0.01098742,0.19697905,-0.15983097,0.5220355,0.571794,-0.4546892
H2AFV,-0.12915628,0.03843977,0.0138569735,-0.07242418,0.08950004,0.2960156,-0.21022165
LINC01952,-0.039760944,-0.063221,0.053316545,0.054630697,-0.021791399,0.10847825,-0.063221104
PURB,-0.06925636,0.055958886,0.058336332,-0.058651637,0.07149672,0.0641756,-0.36306992
AC004854.2,-0.04283837,0.03613619,-0.062680006,-0.03917608,0.14884034,0.019654108,-0.034630775
AC004847.1,-0.055707023,0.01817742,0.017543988,-0.04596802,0.066282764,0.104812756,-0.1483602
MYO1G,-0.13744128,0.07762235,0.1867113,-0.13169247,-0.019816348,0.19178404,-0.34477174
SNHG15,-0.036274742,0.030413913,-0.11637648,-0.010310775,0.07805141,0.2396693,-0.22932373
CCM2,-0.058311492,-0.08137475,0.19417943,-0.08179188,-0.17883068,0.47463515,-0.38996884
NACAD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBRG4,-0.10669677,-0.018451761,0.021883288,-0.051816855,0.07304367,0.26690367,-0.007153952
RAMP3,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.093747534,-0.018260472
AC073968.2,-0.031491723,0.019669125,-0.03149152,-0.03149155,0.046919182,0.06992711,-0.031491693
AC073325.1,-0.018260289,-0.018260356,-0.0182604,-0.018260477,-0.018260477,0.09374754,-0.018260472
ADCY1,-0.029126903,0.037705336,0.0089005055,0.03494069,-0.054735865,-0.054736074,0.16882539
CCDC201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC073115.2,-0.02582555,-0.02582556,-0.025825568,-0.025825584,-0.025825592,0.19824782,-0.025825715
AC073115.1,-0.025828503,-0.025828363,-0.025828363,-0.025828363,-0.025828363,0.19824485,-0.025828367
